destination,duration_days,travelers,hotel_rating,transportation,season,activities_count,food_preference,travel_style,total_budget
Goa,8,7,4,Flight,Peak,13,Non-Veg,Luxury,818570
Goa,12,5,1,Train,Shoulder,2,Fine Dining,Moderate,266110
Bali,5,1,3,Flight,Off-Peak,14,Street Food,Moderate,108780
Paris,14,1,1,Flight,Off-Peak,25,Fine Dining,Luxury,399750
Bali,13,5,2,Flight,Shoulder,30,Non-Veg,Budget,688270
Ladakh,14,5,1,Car,Off-Peak,19,Fine Dining,Luxury,606550
Bali,6,6,3,Flight,Off-Peak,9,Vegetarian,Budget,456140
Dubai,7,5,2,Flight,Shoulder,15,Vegetarian,Moderate,500940
Goa,7,8,5,Flight,Peak,19,Vegetarian,Moderate,933410
Rishikesh,7,2,4,Flight,Shoulder,9,Street Food,Budget,79180
Kerala,4,1,2,Flight,Peak,3,Street Food,Luxury,36540
Rishikesh,13,4,1,Car,Shoulder,17,Vegetarian,Luxury,264130
Varanasi,10,1,5,Flight,Peak,3,Street Food,Budget,168960
Jaipur,5,6,5,Flight,Off-Peak,7,Vegetarian,Luxury,417800
Ladakh,4,1,3,Train,Shoulder,6,Street Food,Luxury,43960
Ladakh,11,1,2,Flight,Shoulder,10,Vegetarian,Budget,57570
Singapore,7,6,2,Flight,Shoulder,19,Vegetarian,Luxury,1232570
Andaman,14,2,1,Car,Peak,37,Street Food,Luxury,265580
Rishikesh,14,1,5,Train,Off-Peak,34,Street Food,Moderate,214760
Bali,6,4,3,Flight,Peak,12,Non-Veg,Moderate,416180
Manali,13,4,4,Train,Shoulder,24,Vegetarian,Moderate,357580
Manali,7,8,5,Flight,Shoulder,8,Non-Veg,Luxury,902970
Andaman,12,3,5,Flight,Shoulder,22,Fine Dining,Budget,631640
Andaman,10,3,5,Train,Peak,29,Non-Veg,Moderate,715830
Manali,8,5,5,Train,Shoulder,24,Vegetarian,Budget,477570
Andaman,2,3,1,Flight,Off-Peak,4,Street Food,Moderate,51770
Paris,10,4,3,Flight,Peak,11,Fine Dining,Luxury,1441450
Manali,13,1,1,Train,Shoulder,29,Street Food,Luxury,76600
Andaman,6,8,2,Train,Off-Peak,17,Vegetarian,Budget,306140
Bali,11,6,4,Flight,Shoulder,21,Street Food,Budget,836760
Bali,6,2,2,Flight,Shoulder,16,Fine Dining,Budget,193750
Rishikesh,11,7,3,Flight,Shoulder,12,Non-Veg,Budget,372300
Paris,13,4,4,Flight,Off-Peak,18,Fine Dining,Budget,1068070
Kerala,3,5,3,Train,Peak,3,Fine Dining,Moderate,116110
Singapore,3,4,3,Flight,Peak,2,Non-Veg,Luxury,501730
Singapore,4,1,5,Flight,Peak,9,Non-Veg,Budget,203870
Goa,7,4,3,Car,Off-Peak,14,Street Food,Luxury,186070
Udaipur,6,2,1,Flight,Shoulder,16,Fine Dining,Budget,83390
Ladakh,13,2,3,Bus,Off-Peak,15,Vegetarian,Moderate,122260
Varanasi,6,8,5,Train,Peak,11,Vegetarian,Moderate,491450
Paris,14,6,2,Flight,Off-Peak,41,Vegetarian,Luxury,2686960
Jaipur,4,7,2,Train,Shoulder,8,Non-Veg,Moderate,131580
Paris,9,5,2,Flight,Peak,21,Vegetarian,Luxury,1774430
Paris,5,1,4,Flight,Peak,8,Non-Veg,Luxury,361600
Andaman,13,5,5,Flight,Off-Peak,16,Fine Dining,Moderate,1084790
Kerala,6,4,3,Train,Shoulder,13,Fine Dining,Luxury,255050
Manali,5,2,3,Flight,Shoulder,6,Non-Veg,Luxury,86220
Kerala,9,6,1,Flight,Shoulder,23,Non-Veg,Moderate,289890
Udaipur,11,7,2,Flight,Shoulder,33,Non-Veg,Moderate,486110
Singapore,7,5,3,Flight,Shoulder,13,Street Food,Moderate,671790
Goa,6,8,2,Flight,Peak,10,Street Food,Moderate,247280
Kerala,10,4,1,Car,Off-Peak,20,Fine Dining,Budget,194750
Goa,13,1,4,Flight,Off-Peak,22,Fine Dining,Luxury,220070
Goa,10,4,3,Train,Peak,27,Street Food,Luxury,352000
Singapore,4,6,3,Flight,Shoulder,4,Non-Veg,Budget,443030
Goa,14,2,5,Flight,Shoulder,3,Non-Veg,Moderate,315110
Jaipur,12,4,1,Flight,Peak,25,Street Food,Budget,161950
Ladakh,3,2,1,Train,Off-Peak,7,Vegetarian,Budget,29560
Rishikesh,11,3,1,Train,Shoulder,13,Fine Dining,Moderate,175710
Paris,2,5,3,Flight,Shoulder,2,Vegetarian,Moderate,681320
Bali,9,7,3,Flight,Shoulder,3,Non-Veg,Moderate,722610
Udaipur,6,4,4,Flight,Shoulder,13,Fine Dining,Luxury,392950
Udaipur,5,1,4,Bus,Shoulder,6,Street Food,Luxury,72690
Ladakh,7,3,1,Flight,Peak,7,Street Food,Luxury,140140
Kerala,8,8,5,Train,Off-Peak,8,Vegetarian,Moderate,589600
Ladakh,13,6,2,Flight,Off-Peak,37,Street Food,Budget,433720
Jaipur,14,8,5,Train,Off-Peak,16,Fine Dining,Moderate,1246480
Rishikesh,10,2,1,Flight,Peak,13,Non-Veg,Budget,72770
Paris,3,3,2,Flight,Shoulder,2,Vegetarian,Moderate,395320
Dubai,14,8,2,Flight,Off-Peak,36,Street Food,Moderate,1283100
Manali,8,5,3,Train,Off-Peak,12,Non-Veg,Budget,160380
Dubai,5,6,5,Flight,Off-Peak,5,Street Food,Moderate,661410
Varanasi,13,3,2,Train,Shoulder,1,Fine Dining,Moderate,175440
Udaipur,3,1,3,Train,Peak,2,Street Food,Moderate,19130
Bali,9,3,1,Flight,Shoulder,21,Non-Veg,Moderate,356300
Jaipur,6,5,4,Train,Shoulder,12,Street Food,Moderate,210030
Dubai,12,4,1,Flight,Off-Peak,10,Vegetarian,Luxury,524770
Kerala,6,2,2,Bus,Off-Peak,13,Fine Dining,Luxury,109960
Bali,11,5,5,Flight,Off-Peak,31,Non-Veg,Budget,998930
Jaipur,5,2,5,Flight,Peak,8,Vegetarian,Moderate,127500
Goa,4,8,4,Train,Shoulder,5,Vegetarian,Budget,174820
Andaman,14,7,4,Flight,Off-Peak,21,Vegetarian,Luxury,1340870
Kerala,12,5,2,Bus,Off-Peak,29,Street Food,Luxury,376370
Dubai,3,7,3,Flight,Peak,1,Fine Dining,Moderate,496470
Varanasi,13,7,2,Train,Peak,25,Fine Dining,Budget,467480
Goa,5,8,3,Train,Peak,10,Fine Dining,Moderate,299940
Varanasi,6,1,5,Flight,Off-Peak,9,Street Food,Moderate,75720
Paris,13,5,3,Flight,Off-Peak,4,Vegetarian,Luxury,1545970
Bali,12,8,4,Flight,Peak,31,Vegetarian,Budget,1414910
Bali,13,3,2,Flight,Peak,6,Street Food,Budget,275560
Dubai,13,1,3,Flight,Peak,35,Fine Dining,Budget,253160
Paris,2,6,3,Flight,Off-Peak,2,Fine Dining,Luxury,1073260
Dubai,8,7,1,Flight,Peak,7,Non-Veg,Luxury,849360
Kerala,9,1,3,Train,Off-Peak,17,Street Food,Budget,47520
Goa,6,5,5,Flight,Shoulder,15,Vegetarian,Luxury,677040
Manali,3,2,2,Train,Peak,6,Vegetarian,Budget,24750
Jaipur,12,6,4,Flight,Off-Peak,16,Fine Dining,Luxury,849460
Jaipur,13,3,3,Flight,Off-Peak,19,Non-Veg,Moderate,197150
Varanasi,8,4,2,Flight,Peak,6,Fine Dining,Moderate,191970
Ladakh,3,8,3,Train,Shoulder,9,Street Food,Luxury,274690
Kerala,2,7,2,Train,Peak,6,Street Food,Moderate,78710
Dubai,14,5,2,Flight,Shoulder,33,Fine Dining,Budget,878410
Jaipur,6,4,4,Flight,Peak,17,Non-Veg,Moderate,220150
Bali,7,6,5,Flight,Shoulder,19,Vegetarian,Moderate,1072600
Dubai,7,1,2,Flight,Shoulder,16,Fine Dining,Moderate,136050
Manali,4,6,3,Flight,Off-Peak,3,Vegetarian,Moderate,131860
Udaipur,11,7,4,Train,Peak,17,Fine Dining,Luxury,1289070
Dubai,8,5,1,Flight,Peak,17,Vegetarian,Moderate,539430
Ladakh,11,7,5,Flight,Off-Peak,11,Fine Dining,Luxury,1785090
Rishikesh,5,3,2,Train,Peak,2,Fine Dining,Budget,74220
Udaipur,8,3,4,Flight,Peak,7,Non-Veg,Moderate,262390
Kerala,5,4,4,Flight,Peak,3,Fine Dining,Budget,179080
Varanasi,3,8,5,Train,Off-Peak,4,Street Food,Luxury,221010
Udaipur,13,4,1,Flight,Shoulder,9,Street Food,Moderate,158800
Dubai,13,7,5,Flight,Shoulder,35,Vegetarian,Moderate,2586240
Paris,11,1,2,Flight,Off-Peak,12,Non-Veg,Moderate,216270
Rishikesh,2,7,1,Train,Peak,4,Non-Veg,Budget,60900
Andaman,3,6,4,Train,Shoulder,3,Fine Dining,Moderate,167350
Udaipur,2,5,4,Flight,Shoulder,6,Vegetarian,Moderate,119850
Varanasi,12,2,4,Bus,Peak,11,Fine Dining,Budget,166650
Andaman,12,8,1,Train,Off-Peak,26,Street Food,Budget,411150
Ladakh,13,2,5,Bus,Shoulder,33,Fine Dining,Moderate,471290
Rishikesh,7,2,2,Car,Off-Peak,13,Vegetarian,Budget,49800
Paris,11,5,2,Flight,Off-Peak,30,Street Food,Budget,1088050
Goa,3,8,4,Flight,Off-Peak,6,Fine Dining,Moderate,246930
Ladakh,14,1,5,Flight,Shoulder,23,Street Food,Budget,302360
Ladakh,12,1,5,Flight,Off-Peak,3,Street Food,Budget,187820
Rishikesh,3,3,2,Train,Shoulder,5,Fine Dining,Moderate,62530
Jaipur,13,8,1,Flight,Shoulder,3,Non-Veg,Luxury,463570
Dubai,14,2,4,Flight,Off-Peak,6,Fine Dining,Luxury,551710
Andaman,8,1,2,Car,Shoulder,24,Vegetarian,Moderate,78000
Singapore,5,5,3,Flight,Off-Peak,9,Non-Veg,Luxury,835080
Varanasi,11,8,2,Bus,Shoulder,18,Non-Veg,Moderate,298460
Goa,11,7,2,Train,Shoulder,1,Street Food,Budget,158580
Andaman,12,3,3,Flight,Off-Peak,21,Vegetarian,Budget,221090
Paris,7,4,1,Flight,Off-Peak,10,Street Food,Luxury,930090
Bali,7,7,4,Flight,Off-Peak,1,Fine Dining,Moderate,777580
Udaipur,4,8,4,Flight,Off-Peak,3,Street Food,Moderate,218940
Dubai,11,2,4,Flight,Off-Peak,23,Vegetarian,Budget,309350
Rishikesh,7,5,3,Bus,Shoulder,15,Vegetarian,Budget,171500
Kerala,11,6,5,Flight,Peak,19,Street Food,Budget,847240
Rishikesh,4,7,5,Car,Peak,2,Street Food,Budget,261360
Manali,11,5,2,Bus,Off-Peak,26,Street Food,Moderate,232400
Andaman,11,5,3,Bus,Off-Peak,7,Fine Dining,Luxury,547650
Andaman,5,7,4,Bus,Shoulder,14,Street Food,Budget,342200
Kerala,8,5,1,Train,Shoulder,15,Non-Veg,Luxury,244830
Andaman,11,7,4,Flight,Off-Peak,2,Non-Veg,Budget,489240
Rishikesh,3,7,1,Flight,Peak,3,Street Food,Luxury,160260
Varanasi,2,7,5,Train,Peak,2,Street Food,Moderate,119060
Jaipur,4,8,2,Flight,Shoulder,2,Vegetarian,Budget,127660
Udaipur,5,8,2,Bus,Shoulder,9,Vegetarian,Luxury,261440
Kerala,5,8,1,Flight,Peak,11,Street Food,Luxury,318160
Andaman,3,7,3,Bus,Off-Peak,2,Vegetarian,Moderate,93820
Paris,2,5,4,Flight,Off-Peak,1,Fine Dining,Moderate,684850
Rishikesh,12,8,4,Bus,Peak,10,Fine Dining,Luxury,1263400
Manali,13,3,3,Flight,Shoulder,10,Non-Veg,Moderate,204430
Manali,7,2,4,Bus,Shoulder,8,Fine Dining,Moderate,109830
Udaipur,7,8,3,Train,Off-Peak,2,Non-Veg,Budget,183370
Goa,5,6,5,Flight,Shoulder,5,Non-Veg,Luxury,535690
Udaipur,13,8,3,Flight,Off-Peak,9,Non-Veg,Luxury,692700
Andaman,6,4,1,Bus,Off-Peak,10,Non-Veg,Luxury,162940
Varanasi,13,7,4,Train,Peak,23,Non-Veg,Luxury,1034730
Varanasi,10,6,4,Bus,Shoulder,21,Non-Veg,Luxury,517510
Udaipur,8,1,1,Flight,Shoulder,7,Non-Veg,Budget,31220
Singapore,13,2,2,Flight,Shoulder,32,Street Food,Luxury,587720
Goa,13,4,2,Flight,Peak,26,Vegetarian,Moderate,272010
Ladakh,10,2,1,Flight,Off-Peak,8,Non-Veg,Moderate,84540
Kerala,13,4,2,Train,Shoulder,12,Vegetarian,Luxury,245260
Ladakh,3,4,1,Car,Peak,9,Fine Dining,Budget,91300
Jaipur,11,8,4,Flight,Peak,21,Vegetarian,Budget,621260
Udaipur,3,8,2,Flight,Off-Peak,4,Street Food,Moderate,143620
Bali,8,2,4,Flight,Off-Peak,7,Street Food,Budget,181130
Andaman,11,5,4,Train,Shoulder,33,Street Food,Luxury,945940
Dubai,6,5,5,Flight,Peak,11,Fine Dining,Luxury,1595190
Ladakh,12,8,1,Car,Peak,32,Vegetarian,Moderate,614530
Rishikesh,9,8,2,Flight,Shoulder,22,Fine Dining,Budget,504870
Udaipur,7,3,2,Bus,Peak,7,Fine Dining,Luxury,193840
Singapore,10,8,1,Flight,Off-Peak,10,Non-Veg,Luxury,1345320
Varanasi,4,4,4,Bus,Peak,10,Non-Veg,Moderate,112610
Udaipur,12,7,3,Flight,Shoulder,31,Fine Dining,Moderate,727350
Varanasi,13,6,3,Flight,Shoulder,37,Street Food,Moderate,342140
Andaman,2,7,3,Train,Peak,4,Fine Dining,Budget,119920
Jaipur,5,5,3,Bus,Peak,6,Street Food,Moderate,114570
Rishikesh,13,4,2,Train,Shoulder,18,Vegetarian,Budget,165120
Varanasi,13,8,5,Train,Peak,25,Street Food,Budget,966210
Bali,11,7,1,Flight,Peak,4,Fine Dining,Moderate,784610
Udaipur,6,2,4,Flight,Off-Peak,3,Fine Dining,Luxury,147660
Kerala,4,5,5,Flight,Peak,8,Non-Veg,Moderate,352240
Singapore,12,5,5,Flight,Off-Peak,19,Vegetarian,Budget,1440150
Manali,14,6,3,Car,Shoulder,14,Non-Veg,Moderate,381350
Udaipur,7,6,2,Train,Off-Peak,9,Fine Dining,Luxury,360690
Goa,4,2,4,Flight,Shoulder,1,Vegetarian,Luxury,81470
Bali,8,1,5,Flight,Shoulder,18,Street Food,Moderate,275150
Dubai,3,2,5,Flight,Peak,9,Vegetarian,Luxury,315460
Rishikesh,3,8,5,Train,Peak,2,Street Food,Moderate,225950
Paris,4,6,1,Flight,Peak,11,Fine Dining,Moderate,1026700
Paris,13,7,1,Flight,Shoulder,37,Fine Dining,Budget,1842120
Andaman,2,1,2,Flight,Peak,3,Non-Veg,Luxury,31110
Varanasi,10,8,2,Bus,Off-Peak,30,Fine Dining,Luxury,677550
Kerala,5,3,2,Flight,Peak,1,Vegetarian,Budget,64360
Manali,7,6,2,Train,Peak,10,Non-Veg,Moderate,195430
Jaipur,5,6,1,Flight,Shoulder,2,Street Food,Budget,87640
Paris,13,4,4,Flight,Peak,29,Street Food,Moderate,1512650
Singapore,8,2,1,Flight,Peak,17,Vegetarian,Budget,227500
Manali,9,6,3,Flight,Peak,3,Fine Dining,Moderate,362180
Manali,9,1,1,Flight,Shoulder,13,Vegetarian,Moderate,39330
Ladakh,3,7,3,Flight,Off-Peak,2,Street Food,Moderate,128520
Ladakh,13,6,1,Flight,Peak,12,Vegetarian,Budget,270480
Kerala,13,8,1,Flight,Peak,19,Fine Dining,Luxury,879070
Kerala,8,3,2,Car,Peak,24,Non-Veg,Moderate,161670
Manali,14,3,1,Train,Shoulder,26,Fine Dining,Moderate,242600
Goa,14,1,3,Flight,Shoulder,3,Non-Veg,Moderate,87710
Andaman,14,3,2,Flight,Shoulder,15,Vegetarian,Moderate,245100
Manali,9,8,4,Bus,Off-Peak,15,Non-Veg,Luxury,662290
Goa,6,8,4,Bus,Shoulder,5,Fine Dining,Luxury,567340
Bali,12,2,4,Flight,Shoulder,13,Non-Veg,Budget,278530
Singapore,4,4,1,Flight,Off-Peak,2,Street Food,Moderate,308840
Manali,5,4,3,Flight,Off-Peak,5,Fine Dining,Luxury,220490
Dubai,11,5,2,Flight,Shoulder,28,Fine Dining,Luxury,1225010
Paris,2,7,1,Flight,Peak,2,Vegetarian,Budget,755330
Singapore,5,3,4,Flight,Shoulder,1,Street Food,Moderate,364380
Jaipur,12,7,4,Car,Shoulder,17,Street Food,Budget,488330
Dubai,14,6,3,Flight,Peak,17,Fine Dining,Moderate,1217740
Udaipur,12,2,3,Bus,Shoulder,5,Fine Dining,Moderate,147410
Rishikesh,4,2,2,Car,Peak,2,Fine Dining,Budget,40520
Ladakh,9,7,5,Car,Peak,17,Non-Veg,Moderate,1308120
Rishikesh,5,3,2,Bus,Peak,12,Fine Dining,Luxury,168570
Kerala,11,1,5,Flight,Peak,11,Fine Dining,Budget,260650
Kerala,12,4,2,Train,Off-Peak,28,Non-Veg,Moderate,207880
Andaman,6,7,5,Car,Shoulder,15,Fine Dining,Budget,709950
Ladakh,2,2,3,Train,Off-Peak,3,Non-Veg,Luxury,34640
Manali,2,7,2,Flight,Peak,2,Street Food,Budget,86470
Andaman,11,4,2,Bus,Peak,15,Fine Dining,Budget,291440
Manali,13,3,2,Flight,Off-Peak,18,Fine Dining,Budget,210610
Rishikesh,6,2,5,Train,Off-Peak,15,Fine Dining,Budget,120440
Bali,9,3,1,Flight,Off-Peak,11,Fine Dining,Budget,282720
Ladakh,3,8,4,Train,Off-Peak,8,Fine Dining,Budget,218470
Manali,13,6,2,Bus,Off-Peak,32,Street Food,Moderate,295510
Manali,14,5,3,Car,Off-Peak,33,Fine Dining,Moderate,523580
Ladakh,7,2,1,Flight,Shoulder,8,Street Food,Budget,53590
Dubai,6,2,4,Flight,Off-Peak,13,Street Food,Budget,195920
Bali,14,2,5,Flight,Peak,8,Non-Veg,Moderate,615950
Paris,11,7,4,Flight,Off-Peak,3,Fine Dining,Luxury,2690790
Udaipur,11,1,4,Bus,Off-Peak,28,Vegetarian,Budget,104920
Goa,12,6,1,Flight,Shoulder,2,Street Food,Moderate,170220
Dubai,7,6,2,Flight,Shoulder,15,Vegetarian,Moderate,620090
Dubai,6,3,2,Flight,Off-Peak,18,Fine Dining,Luxury,520460
Varanasi,14,3,4,Bus,Shoulder,23,Non-Veg,Moderate,301590
Manali,13,2,4,Flight,Shoulder,12,Street Food,Budget,135300
Paris,9,6,3,Flight,Shoulder,12,Non-Veg,Budget,1052710
Manali,5,5,5,Train,Off-Peak,5,Non-Veg,Moderate,247010
Manali,5,2,1,Train,Off-Peak,7,Fine Dining,Budget,45820
Rishikesh,7,7,2,Car,Peak,10,Vegetarian,Moderate,239480
Udaipur,2,4,5,Flight,Shoulder,1,Street Food,Budget,79740
Jaipur,5,4,4,Train,Peak,3,Vegetarian,Moderate,125420
Goa,11,8,4,Flight,Off-Peak,13,Street Food,Budget,481700
Bali,8,7,3,Flight,Off-Peak,12,Fine Dining,Moderate,845630
Jaipur,7,6,1,Car,Peak,11,Non-Veg,Luxury,232560
Manali,14,8,5,Flight,Off-Peak,15,Fine Dining,Luxury,1902800
Rishikesh,5,8,3,Train,Peak,8,Street Food,Moderate,206460
Manali,4,1,5,Flight,Off-Peak,1,Fine Dining,Moderate,68750
Kerala,3,6,1,Car,Shoulder,5,Vegetarian,Luxury,109410
Andaman,13,3,4,Flight,Shoulder,20,Fine Dining,Moderate,506410
Singapore,10,7,2,Flight,Off-Peak,22,Fine Dining,Budget,1105720
Goa,13,6,5,Flight,Peak,5,Street Food,Luxury,1499330
Jaipur,5,3,2,Flight,Shoulder,12,Vegetarian,Moderate,84280
Andaman,11,7,4,Flight,Shoulder,9,Fine Dining,Budget,702990
Varanasi,4,7,3,Train,Peak,5,Street Food,Budget,94700
Dubai,12,2,3,Flight,Shoulder,7,Fine Dining,Budget,253880
Goa,10,1,3,Flight,Peak,17,Vegetarian,Budget,74790
Ladakh,2,6,1,Car,Peak,6,Street Food,Budget,75870
Varanasi,3,3,5,Flight,Peak,8,Non-Veg,Luxury,183420
Udaipur,2,1,5,Bus,Peak,3,Fine Dining,Budget,32490
Kerala,11,3,1,Train,Off-Peak,10,Fine Dining,Moderate,167050
Rishikesh,8,8,1,Train,Peak,11,Non-Veg,Moderate,240500
Udaipur,5,7,1,Flight,Shoulder,13,Vegetarian,Luxury,293330
Dubai,7,7,5,Flight,Off-Peak,7,Fine Dining,Moderate,1165580
Singapore,5,5,4,Flight,Shoulder,7,Street Food,Budget,545500
Udaipur,3,6,5,Train,Shoulder,5,Street Food,Moderate,194830
Paris,2,1,2,Flight,Peak,3,Non-Veg,Luxury,190950
Goa,10,1,1,Car,Shoulder,7,Fine Dining,Luxury,73790
Dubai,8,3,5,Flight,Shoulder,22,Vegetarian,Budget,632910
Kerala,5,6,1,Train,Shoulder,4,Vegetarian,Budget,75610
Jaipur,13,2,3,Flight,Peak,22,Non-Veg,Moderate,159330
Varanasi,8,1,2,Flight,Peak,20,Fine Dining,Moderate,64530
Paris,12,5,2,Flight,Off-Peak,18,Street Food,Luxury,1493610
Andaman,8,5,2,Bus,Shoulder,9,Vegetarian,Luxury,287860
Goa,13,8,2,Train,Peak,5,Vegetarian,Budget,276790
Singapore,9,2,2,Flight,Off-Peak,11,Non-Veg,Luxury,343430
Dubai,13,7,3,Flight,Off-Peak,19,Fine Dining,Luxury,1734600
Singapore,3,7,2,Flight,Peak,9,Street Food,Budget,551030
Goa,9,8,1,Flight,Peak,27,Street Food,Budget,311800
Paris,14,2,2,Flight,Shoulder,40,Fine Dining,Moderate,693690
Udaipur,11,1,5,Bus,Peak,14,Fine Dining,Budget,283590
Kerala,7,5,2,Flight,Peak,21,Vegetarian,Moderate,230470
Ladakh,10,2,2,Flight,Peak,11,Street Food,Budget,91720
Manali,5,5,5,Flight,Off-Peak,6,Vegetarian,Budget,236370
Andaman,10,1,5,Train,Off-Peak,30,Fine Dining,Moderate,243110
Manali,12,4,1,Flight,Off-Peak,4,Street Food,Luxury,157640
Jaipur,14,1,5,Train,Peak,42,Street Food,Luxury,514250
Ladakh,12,7,4,Car,Peak,32,Fine Dining,Moderate,1311080
Dubai,9,8,2,Flight,Shoulder,18,Fine Dining,Budget,888200
Dubai,13,3,4,Flight,Shoulder,11,Fine Dining,Luxury,971110
Singapore,6,3,1,Flight,Shoulder,14,Non-Veg,Moderate,338530
Dubai,7,4,4,Flight,Shoulder,14,Street Food,Luxury,764450
Andaman,9,6,3,Flight,Shoulder,5,Non-Veg,Budget,262010
Jaipur,11,4,5,Flight,Shoulder,27,Fine Dining,Luxury,867400
Andaman,4,8,1,Train,Shoulder,5,Street Food,Budget,107690
Varanasi,10,3,4,Car,Shoulder,6,Street Food,Budget,153820
Andaman,11,3,3,Car,Off-Peak,10,Street Food,Luxury,268660
Jaipur,4,7,3,Train,Off-Peak,3,Street Food,Moderate,98300
Singapore,11,1,1,Flight,Peak,6,Vegetarian,Budget,110510
Goa,7,2,3,Car,Shoulder,7,Non-Veg,Budget,56900
Manali,7,6,5,Car,Shoulder,16,Fine Dining,Luxury,782580
Ladakh,3,3,2,Flight,Peak,9,Street Food,Budget,76320
Dubai,9,5,2,Flight,Peak,22,Non-Veg,Moderate,670040
Goa,4,7,4,Flight,Peak,1,Fine Dining,Moderate,307860
Kerala,9,1,4,Car,Off-Peak,12,Fine Dining,Budget,93000
Manali,4,3,5,Flight,Shoulder,3,Vegetarian,Luxury,218610
Dubai,7,5,1,Flight,Shoulder,20,Street Food,Budget,471900
Bali,8,3,3,Flight,Shoulder,7,Fine Dining,Luxury,558000
Goa,9,6,2,Flight,Peak,23,Fine Dining,Moderate,430710
Andaman,7,1,3,Train,Off-Peak,15,Vegetarian,Moderate,62050
Kerala,11,1,5,Flight,Shoulder,13,Street Food,Moderate,233140
Paris,12,5,4,Flight,Shoulder,24,Street Food,Moderate,1785590
Kerala,7,5,5,Flight,Shoulder,9,Vegetarian,Moderate,518670
Manali,14,6,5,Bus,Peak,9,Vegetarian,Budget,858780
Varanasi,3,3,5,Bus,Peak,2,Vegetarian,Luxury,133410
Singapore,7,2,2,Flight,Off-Peak,21,Street Food,Luxury,420420
Singapore,12,2,5,Flight,Peak,4,Non-Veg,Budget,644540
Manali,4,2,1,Flight,Off-Peak,4,Non-Veg,Budget,34610
Andaman,7,4,4,Bus,Off-Peak,16,Non-Veg,Moderate,254320
Dubai,11,1,4,Flight,Peak,33,Vegetarian,Budget,277280
Jaipur,6,3,5,Train,Peak,4,Vegetarian,Budget,221130
Varanasi,14,4,2,Flight,Off-Peak,19,Street Food,Luxury,245990
Jaipur,8,5,3,Train,Off-Peak,1,Fine Dining,Moderate,220590
Manali,2,2,4,Flight,Off-Peak,1,Street Food,Budget,26120
Paris,9,1,1,Flight,Shoulder,19,Fine Dining,Luxury,344750
Dubai,3,5,3,Flight,Shoulder,6,Street Food,Moderate,360650
Singapore,9,6,5,Flight,Off-Peak,7,Non-Veg,Luxury,1801730
Paris,7,7,4,Flight,Shoulder,11,Street Food,Moderate,1688960
Udaipur,9,3,2,Train,Shoulder,14,Vegetarian,Budget,109250
Andaman,12,3,4,Flight,Shoulder,12,Non-Veg,Luxury,597370
Jaipur,3,1,4,Train,Shoulder,6,Non-Veg,Budget,23880
Kerala,6,5,2,Flight,Off-Peak,16,Street Food,Moderate,178200
Kerala,9,1,3,Car,Peak,11,Street Food,Luxury,99970
Jaipur,10,8,2,Flight,Peak,10,Non-Veg,Moderate,365960
Dubai,11,7,5,Flight,Peak,9,Fine Dining,Moderate,2471120
Singapore,13,3,3,Flight,Off-Peak,31,Vegetarian,Budget,556820
Andaman,5,4,3,Train,Shoulder,11,Street Food,Moderate,144310
Bali,14,6,2,Flight,Peak,21,Non-Veg,Luxury,1265810
Jaipur,5,8,5,Train,Peak,6,Vegetarian,Moderate,487410
Bali,7,2,5,Flight,Shoulder,15,Fine Dining,Budget,307020
Singapore,5,5,2,Flight,Shoulder,14,Vegetarian,Moderate,575000
Dubai,2,6,3,Flight,Off-Peak,4,Non-Veg,Moderate,388490
Udaipur,7,4,2,Car,Off-Peak,20,Vegetarian,Moderate,154460
Paris,5,5,2,Flight,Shoulder,7,Vegetarian,Moderate,767580
Kerala,6,1,1,Train,Shoulder,3,Fine Dining,Moderate,31920
Kerala,9,7,5,Flight,Shoulder,25,Fine Dining,Budget,954500
Udaipur,6,4,5,Train,Peak,5,Fine Dining,Budget,313460
Varanasi,10,8,3,Flight,Off-Peak,13,Vegetarian,Luxury,458640
Varanasi,8,3,3,Train,Peak,21,Fine Dining,Moderate,181900
Bali,2,1,2,Flight,Shoulder,1,Vegetarian,Budget,52260
Rishikesh,4,4,1,Bus,Shoulder,6,Vegetarian,Moderate,56600
Manali,9,7,5,Flight,Shoulder,21,Street Food,Luxury,1140680
Manali,5,8,2,Flight,Shoulder,4,Non-Veg,Budget,170880
Rishikesh,2,1,2,Train,Peak,2,Non-Veg,Budget,9330
Kerala,10,6,3,Flight,Off-Peak,22,Street Food,Budget,270570
Ladakh,9,1,4,Train,Peak,7,Vegetarian,Budget,113060
Udaipur,2,6,1,Train,Shoulder,5,Non-Veg,Moderate,62970
Rishikesh,2,5,3,Train,Off-Peak,4,Non-Veg,Budget,50870
Ladakh,7,4,3,Bus,Shoulder,4,Fine Dining,Moderate,173520
Bali,12,7,2,Flight,Peak,8,Vegetarian,Moderate,815240
Paris,5,4,5,Flight,Off-Peak,12,Fine Dining,Luxury,1441230
Bali,6,6,4,Flight,Peak,8,Fine Dining,Budget,658650
Ladakh,2,4,2,Bus,Peak,4,Street Food,Luxury,62640
Andaman,11,3,4,Train,Off-Peak,19,Non-Veg,Budget,285710
Goa,2,1,1,Car,Peak,3,Street Food,Moderate,10090
Kerala,3,1,3,Flight,Peak,7,Fine Dining,Budget,30420
Dubai,2,5,1,Flight,Peak,3,Non-Veg,Moderate,286240
